confidence_level,emotions_count
74.99836154763618,"{'happy': 2, 'neutral': 2, 'sad': 3}"
79.6861656557915,"{'happy': 2, 'neutral': 0, 'sad': 5}"
23.19339796127092,"{'happy': 4, 'neutral': 4, 'sad': 4}"
33.91583684525141,"{'happy': 0, 'neutral': 4, 'sad': 2}"
51.513216024330255,"{'happy': 1, 'neutral': 2, 'sad': 0}"
95.14894804082277,"{'happy': 1, 'neutral': 2, 'sad': 1}"
11.982156766063568,"{'happy': 3, 'neutral': 5, 'sad': 5}"
64.39428408971413,"{'happy': 5, 'neutral': 5, 'sad': 0}"
21.282174922828567,"{'happy': 1, 'neutral': 0, 'sad': 5}"
56.20850288972665,"{'happy': 1, 'neutral': 3, 'sad': 4}"
10.639623541023724,"{'happy': 3, 'neutral': 5, 'sad': 3}"
90.65898996486412,"{'happy': 5, 'neutral': 0, 'sad': 5}"
69.82809494166268,"{'happy': 5, 'neutral': 0, 'sad': 5}"
86.07336492318602,"{'happy': 3, 'neutral': 3, 'sad': 0}"
34.837498317305695,"{'happy': 2, 'neutral': 0, 'sad': 2}"
94.7970273901396,"{'happy': 0, 'neutral': 4, 'sad': 3}"
81.66168655198618,"{'happy': 4, 'neutral': 3, 'sad': 4}"
55.73437268730602,"{'happy': 0, 'neutral': 5, 'sad': 1}"
58.625264804675446,"{'happy': 3, 'neutral': 5, 'sad': 1}"
92.45750891704498,"{'happy': 3, 'neutral': 5, 'sad': 1}"
3.654386950848565,"{'happy': 4, 'neutral': 1, 'sad': 5}"
50.65275668757887,"{'happy': 0, 'neutral': 2, 'sad': 2}"
78.82407492185874,"{'happy': 3, 'neutral': 5, 'sad': 5}"
27.411963572496177,"{'happy': 3, 'neutral': 3, 'sad': 4}"
20.889439255130572,"{'happy': 2, 'neutral': 3, 'sad': 1}"
98.1709801878569,"{'happy': 4, 'neutral': 2, 'sad': 4}"
13.016144063816437,"{'happy': 1, 'neutral': 0, 'sad': 1}"
1.2186166907061757,"{'happy': 3, 'neutral': 5, 'sad': 4}"
0.5284056534108461,"{'happy': 3, 'neutral': 1, 'sad': 2}"
71.26499417164916,"{'happy': 0, 'neutral': 5, 'sad': 1}"
27.506300181294165,"{'happy': 5, 'neutral': 0, 'sad': 1}"
59.80327606574348,"{'happy': 5, 'neutral': 5, 'sad': 0}"
43.10061617068283,"{'happy': 5, 'neutral': 3, 'sad': 0}"
72.90231016096278,"{'happy': 1, 'neutral': 2, 'sad': 2}"
0.23692109024970875,"{'happy': 0, 'neutral': 4, 'sad': 0}"
96.79034518984602,"{'happy': 4, 'neutral': 4, 'sad': 4}"
61.761988815661574,"{'happy': 3, 'neutral': 1, 'sad': 4}"
22.25343312301521,"{'happy': 0, 'neutral': 5, 'sad': 3}"
58.35485230458396,"{'happy': 3, 'neutral': 5, 'sad': 0}"
70.95970710835438,"{'happy': 0, 'neutral': 0, 'sad': 0}"
35.13916363156042,"{'happy': 5, 'neutral': 1, 'sad': 4}"
60.132032989783156,"{'happy': 3, 'neutral': 1, 'sad': 2}"
95.45256068725712,"{'happy': 5, 'neutral': 4, 'sad': 4}"
63.405205098431864,"{'happy': 4, 'neutral': 2, 'sad': 5}"
41.8743810580295,"{'happy': 5, 'neutral': 2, 'sad': 1}"
96.98688127960628,"{'happy': 2, 'neutral': 3, 'sad': 1}"
33.522994780144145,"{'happy': 3, 'neutral': 2, 'sad': 1}"
70.34463731579052,"{'happy': 1, 'neutral': 3, 'sad': 2}"
72.34957141323103,"{'happy': 1, 'neutral': 1, 'sad': 2}"
72.03376102321236,"{'happy': 3, 'neutral': 5, 'sad': 3}"
29.85810575219058,"{'happy': 3, 'neutral': 0, 'sad': 4}"
18.652759743061043,"{'happy': 3, 'neutral': 4, 'sad': 2}"
36.19034091505654,"{'happy': 1, 'neutral': 1, 'sad': 0}"
59.30156570162228,"{'happy': 3, 'neutral': 3, 'sad': 3}"
66.36253779508453,"{'happy': 3, 'neutral': 1, 'sad': 2}"
83.50832581733138,"{'happy': 5, 'neutral': 2, 'sad': 4}"
97.42173671785356,"{'happy': 3, 'neutral': 5, 'sad': 2}"
60.76983678090095,"{'happy': 4, 'neutral': 0, 'sad': 3}"
88.49040924678727,"{'happy': 4, 'neutral': 0, 'sad': 2}"
36.21153112677769,"{'happy': 4, 'neutral': 5, 'sad': 0}"
79.22956200676241,"{'happy': 1, 'neutral': 3, 'sad': 0}"
33.345103292734755,"{'happy': 3, 'neutral': 5, 'sad': 2}"
66.42240840864964,"{'happy': 5, 'neutral': 1, 'sad': 4}"
0.9123661118949578,"{'happy': 2, 'neutral': 3, 'sad': 0}"
81.94819135244346,"{'happy': 5, 'neutral': 4, 'sad': 0}"
51.816462812479315,"{'happy': 0, 'neutral': 3, 'sad': 0}"
63.59468775538891,"{'happy': 5, 'neutral': 5, 'sad': 0}"
4.132045026854025,"{'happy': 2, 'neutral': 0, 'sad': 5}"
32.972317503042845,"{'happy': 1, 'neutral': 4, 'sad': 4}"
4.670834202385321,"{'happy': 3, 'neutral': 3, 'sad': 0}"
33.49664525635231,"{'happy': 0, 'neutral': 0, 'sad': 0}"
23.09408929369299,"{'happy': 1, 'neutral': 4, 'sad': 5}"
39.071035760906895,"{'happy': 0, 'neutral': 4, 'sad': 1}"
68.34915981705667,"{'happy': 4, 'neutral': 1, 'sad': 4}"
4.321074263572411,"{'happy': 4, 'neutral': 4, 'sad': 1}"
34.88459627386605,"{'happy': 4, 'neutral': 4, 'sad': 5}"
43.71555027947657,"{'happy': 2, 'neutral': 2, 'sad': 0}"
74.5889564483434,"{'happy': 1, 'neutral': 0, 'sad': 5}"
56.301405142676145,"{'happy': 2, 'neutral': 1, 'sad': 5}"
98.21242952020224,"{'happy': 5, 'neutral': 2, 'sad': 2}"
89.74381126038604,"{'happy': 1, 'neutral': 3, 'sad': 5}"
51.46468850728427,"{'happy': 0, 'neutral': 0, 'sad': 1}"
8.506470373668407,"{'happy': 1, 'neutral': 4, 'sad': 2}"
80.6448295390056,"{'happy': 4, 'neutral': 5, 'sad': 4}"
51.498495683835166,"{'happy': 3, 'neutral': 3, 'sad': 3}"
69.71171183587194,"{'happy': 5, 'neutral': 4, 'sad': 4}"
13.577188140955798,"{'happy': 4, 'neutral': 2, 'sad': 2}"
88.2916124410993,"{'happy': 1, 'neutral': 3, 'sad': 0}"
65.045062240173,"{'happy': 3, 'neutral': 0, 'sad': 3}"
63.408726299342256,"{'happy': 1, 'neutral': 4, 'sad': 4}"
42.76562769835667,"{'happy': 5, 'neutral': 2, 'sad': 0}"
13.000407071840092,"{'happy': 5, 'neutral': 0, 'sad': 3}"
89.28258884453004,"{'happy': 2, 'neutral': 3, 'sad': 2}"
69.45922172400257,"{'happy': 2, 'neutral': 4, 'sad': 2}"
55.77333035761991,"{'happy': 2, 'neutral': 3, 'sad': 1}"
52.62566340062742,"{'happy': 0, 'neutral': 5, 'sad': 5}"
41.65234146117022,"{'happy': 0, 'neutral': 2, 'sad': 1}"
73.66802340310966,"{'happy': 4, 'neutral': 0, 'sad': 2}"
71.02248050977771,"{'happy': 5, 'neutral': 2, 'sad': 2}"
51.36911848357323,"{'happy': 1, 'neutral': 5, 'sad': 4}"
10.825610839298927,"{'happy': 2, 'neutral': 0, 'sad': 3}"
94.88048323923282,"{'happy': 0, 'neutral': 1, 'sad': 1}"
82.00695185950923,"{'happy': 1, 'neutral': 4, 'sad': 0}"
77.9999926263772,"{'happy': 4, 'neutral': 5, 'sad': 1}"
37.03573122299797,"{'happy': 1, 'neutral': 0, 'sad': 4}"
26.503404451724144,"{'happy': 5, 'neutral': 4, 'sad': 4}"
5.085610015791964,"{'happy': 1, 'neutral': 5, 'sad': 4}"
46.81582114897168,"{'happy': 1, 'neutral': 5, 'sad': 1}"
79.33840520205969,"{'happy': 3, 'neutral': 5, 'sad': 0}"
25.185896620650027,"{'happy': 2, 'neutral': 5, 'sad': 3}"
67.9066005492837,"{'happy': 1, 'neutral': 0, 'sad': 3}"
17.12893313832683,"{'happy': 1, 'neutral': 5, 'sad': 2}"
0.718136352286125,"{'happy': 0, 'neutral': 1, 'sad': 3}"
14.457179050260482,"{'happy': 3, 'neutral': 3, 'sad': 5}"
79.63018003613116,"{'happy': 2, 'neutral': 4, 'sad': 0}"
5.0550043417799895,"{'happy': 4, 'neutral': 2, 'sad': 1}"
70.4719358176091,"{'happy': 2, 'neutral': 4, 'sad': 2}"
63.37470411629405,"{'happy': 3, 'neutral': 3, 'sad': 0}"
38.23284125752189,"{'happy': 5, 'neutral': 1, 'sad': 3}"
70.03660238668628,"{'happy': 0, 'neutral': 3, 'sad': 3}"
49.99920873831888,"{'happy': 2, 'neutral': 2, 'sad': 0}"
98.05886359393136,"{'happy': 2, 'neutral': 0, 'sad': 5}"
67.68189788308567,"{'happy': 0, 'neutral': 5, 'sad': 0}"
60.74182312281865,"{'happy': 4, 'neutral': 2, 'sad': 3}"
57.68437436170816,"{'happy': 4, 'neutral': 3, 'sad': 4}"
4.525418792746683,"{'happy': 0, 'neutral': 2, 'sad': 4}"
49.51151413143388,"{'happy': 2, 'neutral': 4, 'sad': 4}"
92.3650853559089,"{'happy': 2, 'neutral': 2, 'sad': 5}"
56.62675256705675,"{'happy': 4, 'neutral': 0, 'sad': 4}"
82.61181719109541,"{'happy': 5, 'neutral': 1, 'sad': 3}"
82.18633334681661,"{'happy': 4, 'neutral': 4, 'sad': 3}"
69.00012877579277,"{'happy': 1, 'neutral': 4, 'sad': 0}"
35.30846496395718,"{'happy': 4, 'neutral': 5, 'sad': 3}"
25.14003990711402,"{'happy': 5, 'neutral': 2, 'sad': 3}"
45.69998233396178,"{'happy': 4, 'neutral': 5, 'sad': 0}"
56.693022407844055,"{'happy': 5, 'neutral': 2, 'sad': 1}"
16.25607908931371,"{'happy': 3, 'neutral': 0, 'sad': 3}"
43.51381582732766,"{'happy': 5, 'neutral': 0, 'sad': 5}"
34.83605427373093,"{'happy': 2, 'neutral': 2, 'sad': 2}"
44.1414820533314,"{'happy': 5, 'neutral': 1, 'sad': 2}"
23.349391234336636,"{'happy': 4, 'neutral': 3, 'sad': 4}"
31.966863963666235,"{'happy': 1, 'neutral': 1, 'sad': 3}"
85.5563449291434,"{'happy': 4, 'neutral': 2, 'sad': 1}"
27.656067368412383,"{'happy': 3, 'neutral': 1, 'sad': 4}"
88.89836587643485,"{'happy': 0, 'neutral': 5, 'sad': 0}"
38.34233110578617,"{'happy': 1, 'neutral': 0, 'sad': 4}"
81.11400877242438,"{'happy': 1, 'neutral': 4, 'sad': 2}"
53.62826555809374,"{'happy': 2, 'neutral': 0, 'sad': 1}"
54.16696091127342,"{'happy': 3, 'neutral': 1, 'sad': 1}"
41.31088344377189,"{'happy': 5, 'neutral': 2, 'sad': 4}"
75.04472293313668,"{'happy': 5, 'neutral': 0, 'sad': 2}"
45.721366182865374,"{'happy': 2, 'neutral': 0, 'sad': 0}"
12.195692761195842,"{'happy': 3, 'neutral': 1, 'sad': 5}"
72.90329080417631,"{'happy': 3, 'neutral': 4, 'sad': 1}"
92.83714446325814,"{'happy': 1, 'neutral': 3, 'sad': 3}"
71.42856711641265,"{'happy': 5, 'neutral': 5, 'sad': 0}"
54.83982314120143,"{'happy': 0, 'neutral': 1, 'sad': 2}"
0.5643336435869117,"{'happy': 5, 'neutral': 1, 'sad': 3}"
47.75139964694386,"{'happy': 5, 'neutral': 2, 'sad': 5}"
70.09876798125077,"{'happy': 4, 'neutral': 1, 'sad': 2}"
45.98379002714178,"{'happy': 1, 'neutral': 4, 'sad': 1}"
92.89516274738118,"{'happy': 0, 'neutral': 5, 'sad': 1}"
54.397056918031595,"{'happy': 1, 'neutral': 2, 'sad': 5}"
5.9074146180177145,"{'happy': 5, 'neutral': 4, 'sad': 2}"
24.55307325601044,"{'happy': 4, 'neutral': 5, 'sad': 2}"
86.9588951033942,"{'happy': 2, 'neutral': 1, 'sad': 0}"
23.45356848584147,"{'happy': 5, 'neutral': 4, 'sad': 1}"
66.63161229468733,"{'happy': 2, 'neutral': 0, 'sad': 2}"
89.63114022875051,"{'happy': 2, 'neutral': 4, 'sad': 1}"
69.74459248250346,"{'happy': 5, 'neutral': 0, 'sad': 1}"
43.00021646490878,"{'happy': 0, 'neutral': 2, 'sad': 3}"
32.366473892548456,"{'happy': 1, 'neutral': 1, 'sad': 5}"
44.0896867215067,"{'happy': 1, 'neutral': 5, 'sad': 2}"
15.072527225109411,"{'happy': 4, 'neutral': 2, 'sad': 5}"
19.324166470465364,"{'happy': 5, 'neutral': 2, 'sad': 4}"
45.761200466545226,"{'happy': 3, 'neutral': 4, 'sad': 5}"
32.21140128205919,"{'happy': 1, 'neutral': 2, 'sad': 5}"
74.84855612012443,"{'happy': 4, 'neutral': 5, 'sad': 0}"
96.83685599792253,"{'happy': 0, 'neutral': 2, 'sad': 5}"
48.78617194934646,"{'happy': 5, 'neutral': 3, 'sad': 5}"
4.056512409135371,"{'happy': 4, 'neutral': 0, 'sad': 1}"
98.12627833946334,"{'happy': 1, 'neutral': 2, 'sad': 2}"
12.069644709223482,"{'happy': 1, 'neutral': 1, 'sad': 2}"
94.32569672324948,"{'happy': 2, 'neutral': 3, 'sad': 2}"
67.19235207806267,"{'happy': 1, 'neutral': 4, 'sad': 2}"
64.70444351018661,"{'happy': 5, 'neutral': 4, 'sad': 1}"
17.270192025593587,"{'happy': 0, 'neutral': 4, 'sad': 3}"
9.824186660328959,"{'happy': 1, 'neutral': 1, 'sad': 3}"
27.32627132459434,"{'happy': 1, 'neutral': 5, 'sad': 4}"
49.101096591154025,"{'happy': 4, 'neutral': 4, 'sad': 4}"
84.39529791797655,"{'happy': 3, 'neutral': 2, 'sad': 1}"
23.917191467221777,"{'happy': 2, 'neutral': 4, 'sad': 1}"
24.74346951895591,"{'happy': 5, 'neutral': 1, 'sad': 4}"
55.92460031206588,"{'happy': 1, 'neutral': 3, 'sad': 2}"
59.34208152741054,"{'happy': 2, 'neutral': 1, 'sad': 4}"
79.49527647040041,"{'happy': 1, 'neutral': 1, 'sad': 5}"
86.7313422868081,"{'happy': 2, 'neutral': 2, 'sad': 2}"
53.893889248797635,"{'happy': 0, 'neutral': 1, 'sad': 0}"
46.09347476119674,"{'happy': 4, 'neutral': 5, 'sad': 0}"
42.135492431011755,"{'happy': 4, 'neutral': 4, 'sad': 5}"
99.34942126921692,"{'happy': 4, 'neutral': 0, 'sad': 5}"
23.453776538933525,"{'happy': 4, 'neutral': 4, 'sad': 5}"
71.66376465394049,"{'happy': 4, 'neutral': 1, 'sad': 1}"
65.36279112371656,"{'happy': 3, 'neutral': 3, 'sad': 4}"
70.50613515035774,"{'happy': 5, 'neutral': 1, 'sad': 2}"
85.64823667325247,"{'happy': 2, 'neutral': 5, 'sad': 5}"
29.438886135021335,"{'happy': 4, 'neutral': 2, 'sad': 4}"
84.52695908441527,"{'happy': 0, 'neutral': 4, 'sad': 0}"
41.53602798511968,"{'happy': 2, 'neutral': 0, 'sad': 5}"
22.55298089645612,"{'happy': 4, 'neutral': 4, 'sad': 5}"
65.84214949208965,"{'happy': 4, 'neutral': 4, 'sad': 3}"
46.28266200564869,"{'happy': 5, 'neutral': 4, 'sad': 5}"
47.36662062214144,"{'happy': 3, 'neutral': 0, 'sad': 2}"
13.141620798669662,"{'happy': 3, 'neutral': 1, 'sad': 3}"
70.74051174187828,"{'happy': 4, 'neutral': 3, 'sad': 3}"
91.35895576609097,"{'happy': 0, 'neutral': 2, 'sad': 1}"
56.97190177823502,"{'happy': 3, 'neutral': 3, 'sad': 1}"
72.94107721272412,"{'happy': 1, 'neutral': 1, 'sad': 3}"
55.43034846719338,"{'happy': 4, 'neutral': 4, 'sad': 5}"
61.15019692274832,"{'happy': 5, 'neutral': 2, 'sad': 5}"
22.9444357051213,"{'happy': 1, 'neutral': 5, 'sad': 4}"
11.956070727413593,"{'happy': 5, 'neutral': 3, 'sad': 5}"
45.02167371640889,"{'happy': 4, 'neutral': 5, 'sad': 1}"
6.40564680238791,"{'happy': 3, 'neutral': 3, 'sad': 2}"
22.88195324111353,"{'happy': 2, 'neutral': 4, 'sad': 2}"
35.10841923584117,"{'happy': 3, 'neutral': 3, 'sad': 1}"
60.576718789179104,"{'happy': 3, 'neutral': 4, 'sad': 3}"
96.38495033362537,"{'happy': 2, 'neutral': 5, 'sad': 1}"
4.223077675438458,"{'happy': 5, 'neutral': 3, 'sad': 4}"
89.44188962645434,"{'happy': 1, 'neutral': 4, 'sad': 3}"
42.28129653981001,"{'happy': 2, 'neutral': 0, 'sad': 5}"
66.19097386383592,"{'happy': 4, 'neutral': 2, 'sad': 3}"
81.34710334090494,"{'happy': 3, 'neutral': 4, 'sad': 2}"
78.71677112773035,"{'happy': 1, 'neutral': 1, 'sad': 3}"
29.195176959292823,"{'happy': 3, 'neutral': 5, 'sad': 2}"
22.830058655906793,"{'happy': 2, 'neutral': 0, 'sad': 5}"
27.76538834425327,"{'happy': 4, 'neutral': 1, 'sad': 2}"
64.61300523473047,"{'happy': 4, 'neutral': 4, 'sad': 5}"
60.7732392351981,"{'happy': 2, 'neutral': 0, 'sad': 3}"
91.16716692882272,"{'happy': 0, 'neutral': 3, 'sad': 2}"
51.88674171873649,"{'happy': 2, 'neutral': 3, 'sad': 3}"
5.2489184394656885,"{'happy': 5, 'neutral': 1, 'sad': 5}"
12.971282853728106,"{'happy': 3, 'neutral': 2, 'sad': 3}"
17.17285866205829,"{'happy': 1, 'neutral': 5, 'sad': 0}"
17.471890314036198,"{'happy': 4, 'neutral': 4, 'sad': 3}"
32.5406458064855,"{'happy': 2, 'neutral': 3, 'sad': 0}"
56.03091456330734,"{'happy': 1, 'neutral': 0, 'sad': 3}"
95.51451767941744,"{'happy': 1, 'neutral': 4, 'sad': 3}"
40.37290687057852,"{'happy': 2, 'neutral': 5, 'sad': 3}"
80.7890331408417,"{'happy': 0, 'neutral': 5, 'sad': 4}"
67.33413499236126,"{'happy': 4, 'neutral': 2, 'sad': 1}"
7.9406644472936545,"{'happy': 0, 'neutral': 3, 'sad': 3}"
13.354404621033433,"{'happy': 2, 'neutral': 4, 'sad': 2}"
78.48968463365583,"{'happy': 5, 'neutral': 2, 'sad': 0}"
49.172057881206044,"{'happy': 1, 'neutral': 5, 'sad': 4}"
7.1297096881763,"{'happy': 3, 'neutral': 4, 'sad': 4}"
46.76936673540979,"{'happy': 5, 'neutral': 4, 'sad': 1}"
91.88224441416186,"{'happy': 3, 'neutral': 3, 'sad': 0}"
96.85035441935635,"{'happy': 5, 'neutral': 0, 'sad': 1}"
22.215974129859738,"{'happy': 1, 'neutral': 4, 'sad': 4}"
79.27443240788259,"{'happy': 2, 'neutral': 5, 'sad': 2}"
29.27047165965455,"{'happy': 5, 'neutral': 5, 'sad': 4}"
18.63194904041795,"{'happy': 0, 'neutral': 1, 'sad': 4}"
84.06108983797547,"{'happy': 4, 'neutral': 0, 'sad': 5}"
13.761974821794398,"{'happy': 5, 'neutral': 4, 'sad': 4}"
9.543056749126045,"{'happy': 3, 'neutral': 3, 'sad': 4}"
15.796740647912022,"{'happy': 5, 'neutral': 2, 'sad': 5}"
57.41686078898176,"{'happy': 5, 'neutral': 3, 'sad': 2}"
34.68081476546304,"{'happy': 2, 'neutral': 4, 'sad': 4}"
95.37824202933002,"{'happy': 4, 'neutral': 2, 'sad': 3}"
25.965081023924185,"{'happy': 5, 'neutral': 4, 'sad': 4}"
20.477016699022542,"{'happy': 2, 'neutral': 5, 'sad': 3}"
51.82598621080325,"{'happy': 5, 'neutral': 1, 'sad': 2}"
43.80950362238839,"{'happy': 3, 'neutral': 4, 'sad': 2}"
80.67402400106337,"{'happy': 4, 'neutral': 2, 'sad': 1}"
89.10305411146106,"{'happy': 3, 'neutral': 1, 'sad': 3}"
14.931055014833017,"{'happy': 5, 'neutral': 4, 'sad': 2}"
0.8161846779654036,"{'happy': 2, 'neutral': 2, 'sad': 5}"
29.021126692127343,"{'happy': 1, 'neutral': 4, 'sad': 5}"
51.704650367642316,"{'happy': 2, 'neutral': 1, 'sad': 3}"
38.56896310167621,"{'happy': 5, 'neutral': 2, 'sad': 2}"
14.747696616306282,"{'happy': 1, 'neutral': 5, 'sad': 3}"
81.55526633080007,"{'happy': 4, 'neutral': 1, 'sad': 5}"
71.55355852303144,"{'happy': 2, 'neutral': 5, 'sad': 2}"
38.20311064495049,"{'happy': 3, 'neutral': 0, 'sad': 1}"
25.335636880318845,"{'happy': 5, 'neutral': 0, 'sad': 5}"
97.21731825206956,"{'happy': 0, 'neutral': 4, 'sad': 3}"
44.07468600864542,"{'happy': 3, 'neutral': 2, 'sad': 0}"
62.59575522589091,"{'happy': 5, 'neutral': 3, 'sad': 4}"
9.113049469405542,"{'happy': 2, 'neutral': 2, 'sad': 5}"
53.230808869404186,"{'happy': 2, 'neutral': 4, 'sad': 3}"
58.817905175552866,"{'happy': 1, 'neutral': 1, 'sad': 4}"
58.83157156799762,"{'happy': 2, 'neutral': 3, 'sad': 2}"
76.69403280055643,"{'happy': 3, 'neutral': 1, 'sad': 0}"
79.42179321107064,"{'happy': 4, 'neutral': 3, 'sad': 4}"
14.71251871315873,"{'happy': 2, 'neutral': 1, 'sad': 4}"
63.28007873802123,"{'happy': 4, 'neutral': 2, 'sad': 1}"
20.919775409383277,"{'happy': 3, 'neutral': 0, 'sad': 5}"
38.32449713940632,"{'happy': 4, 'neutral': 1, 'sad': 2}"
19.27252380547404,"{'happy': 0, 'neutral': 2, 'sad': 2}"
37.92110112919157,"{'happy': 4, 'neutral': 1, 'sad': 3}"
77.89268458666052,"{'happy': 5, 'neutral': 4, 'sad': 5}"
90.83946842116832,"{'happy': 5, 'neutral': 2, 'sad': 5}"
98.76172231937764,"{'happy': 0, 'neutral': 4, 'sad': 4}"
52.17655236356789,"{'happy': 2, 'neutral': 4, 'sad': 1}"
71.52366919212845,"{'happy': 5, 'neutral': 5, 'sad': 4}"
37.47954874039308,"{'happy': 4, 'neutral': 2, 'sad': 0}"
17.031602795613267,"{'happy': 1, 'neutral': 5, 'sad': 0}"
87.23832943902765,"{'happy': 3, 'neutral': 1, 'sad': 2}"
71.6537156638403,"{'happy': 0, 'neutral': 5, 'sad': 5}"
4.2951618931942885,"{'happy': 2, 'neutral': 3, 'sad': 3}"
77.3928895966767,"{'happy': 0, 'neutral': 4, 'sad': 2}"
39.03482238389617,"{'happy': 0, 'neutral': 3, 'sad': 4}"
